Orario,Canale Ch 1,Canale Ch 11
(s),(V),(V)

2.73499994,0.21672770,0.48107450
2.73999994,0.21611720,0.47924300
2.74499994,0.21611720,0.48351650
2.74999994,0.21672770,0.49084250
2.75499994,0.21733820,0.48290600
2.75999994,0.21794870,0.48901100
2.76499994,0.21855920,0.49145300
2.76999994,0.21855920,0.48962150
2.77499994,0.21855920,0.48779000
2.77999994,0.21916970,0.48901100
2.78499994,0.21916970,0.49084250
2.78999994,0.21916970,0.48962150
2.79499994,0.21978020,0.48717950
2.79999994,0.22039070,0.48840050
2.80499994,0.22039070,0.48779000
2.80999994,0.21978020,0.49023200
2.81499994,0.22039070,0.48779000
2.81999994,0.22039070,0.48656900
2.82499994,0.22039070,0.48901100
2.82999994,0.22100120,0.48779000
2.83499994,0.22161170,0.48534800
2.83999994,0.22100120,0.48107450
2.84499994,0.22161170,0.48412700
2.84999994,0.22100120,0.48229550
2.85499994,0.22283270,0.48534800
2.85999994,0.22283270,0.48779000
2.86499994,0.22283270,0.48962150
2.86999994,0.22344320,0.48962150
2.87499994,0.22344320,0.48717950
2.87999994,0.22405370,0.48351650
2.88499994,0.22405370,0.48962150
2.88999994,0.22405370,0.48840050
2.89499994,0.22527470,0.48290600
2.89999994,0.22466420,0.48412700
2.90499994,0.22466420,0.48595850
2.90999993,0.22527470,0.49023200
2.91499993,0.22527470,0.48717950
2.91999993,0.22588520,0.48779000
2.92499993,0.22588520,0.48962150
2.92999993,0.22649570,0.49023200
2.93499993,0.22649570,0.48717950
2.93999993,0.22771670,0.48595850
2.94499993,0.22649570,0.48717950
2.94999993,0.22710620,0.48656900
2.95499993,0.22771670,0.48351650
2.95999993,0.22832720,0.48473750
2.96499993,0.22771670,0.49084250
2.96999993,0.22893770,0.49023200
2.97499993,0.22771670,0.48656900
2.97999993,0.22893770,0.48779000
2.98499993,0.22954820,0.49084250
2.98999993,0.22893770,0.48656900
2.99499993,0.22954820,0.48779000
2.99999993,0.22954820,0.48840050
3.00499993,0.22954820,0.48962150
3.00999993,0.23015870,0.48962150
3.01499993,0.23137970,0.48717950
3.01999993,0.23137970,0.48779000
3.02499993,0.23137970,0.49023200
3.02999993,0.23199020,0.48962150
3.03499993,0.23199020,0.48779000
3.03999993,0.23199020,0.48717950
3.04499993,0.23260070,0.49084250
3.04999993,0.23260070,0.48779000
3.05499993,0.23260070,0.48595850
3.05999993,0.23321120,0.48779000
3.06499993,0.23382170,0.48901100
3.06999993,0.23382170,0.48840050
3.07499993,0.23382170,0.48595850
3.07999993,0.23443230,0.48595850
3.08499993,0.23382170,0.48717950
3.08999993,0.23443230,0.48534800
3.09499993,0.23504280,0.48779000
3.09999993,0.23565330,0.48840050
3.10499993,0.23565330,0.49023200
3.10999993,0.23626380,0.49023200
3.11499993,0.23626380,0.48717950
3.11999993,0.23626380,0.48779000
3.12499993,0.23626380,0.48962150
3.12999993,0.23687430,0.48962150
3.13499993,0.23687430,0.48717950
3.13999993,0.23748480,0.48534800
3.14499993,0.23748480,0.49084250
3.14999993,0.23809530,0.48962150
3.15499993,0.23809530,0.48717950
3.15999993,0.23809530,0.48412700
3.16499993,0.23809530,0.48840050
3.16999993,0.23809530,0.48717950
3.17499993,0.23870580,0.48473750
3.17999993,0.23931630,0.48046400
3.18499993,0.23931630,0.49023200
3.18999993,0.23992680,0.47863250
3.19499993,0.23992680,0.48779000
3.19999993,0.24114780,0.48717950
3.20499993,0.24053730,0.48962150
3.20999993,0.24053730,0.48901100
3.21499993,0.24114780,0.48656900
3.21999993,0.24175830,0.48717950
3.22499993,0.24175830,0.48901100
3.22999993,0.24175830,0.48901100
3.23499993,0.24236880,0.48595850
3.23999993,0.24236880,0.48351650
3.24499993,0.24297930,0.48962150
3.24999993,0.24297930,0.48901100
3.25499993,0.24297930,0.48656900
3.25999993,0.24297930,0.48656900
3.26499993,0.24358980,0.48962150
3.26999993,0.24420030,0.48656900
3.27499993,0.24420030,0.48595850
3.27999993,0.24481080,0.48656900
3.28499993,0.24420030,0.48840050
3.28999993,0.24481080,0.48595850
3.29499993,0.24542130,0.48473750
3.29999993,0.24603180,0.48412700
3.30499993,0.24542130,0.49023200
3.30999993,0.24603180,0.48962150
3.31499993,0.24603180,0.48534800
3.31999993,0.24664230,0.48840050
3.32499993,0.24664230,0.48717950
3.32999993,0.24664230,0.49023200
3.33499993,0.24725280,0.48779000
3.33999993,0.24725280,0.48656900
3.34499993,0.24786330,0.49084250
3.34999993,0.24725280,0.49023200
3.35499993,0.24847380,0.48717950
3.35999992,0.24908430,0.48840050
3.36499992,0.24908430,0.49084250
3.36999992,0.24908430,0.49084250
3.37499992,0.24969480,0.48840050
3.37999992,0.24969480,0.47863250
3.38499992,0.24908430,0.48534800
3.38999992,0.24969480,0.49023200
3.39499992,0.25030530,0.48840050
3.39999992,0.25091580,0.48901100
3.40499992,0.25152630,0.49145300
3.40999992,0.25030530,0.49023200
3.41499992,0.25152630,0.48840050
3.41999992,0.25274730,0.48840050
3.42499992,0.25274730,0.48962150
3.42999992,0.25213680,0.49023200
3.43499992,0.25274730,0.48656900
3.43999992,0.25274730,0.48473750
3.44499992,0.25274730,0.49084250
3.44999992,0.25335780,0.49023200
3.45499992,0.25335780,0.48412700
3.45999992,0.25335780,0.48717950
3.46499992,0.25457880,0.49023200
3.46999992,0.25457880,0.48962150
3.47499992,0.25457880,0.48595850
3.47999992,0.25457880,0.48779000
3.48499992,0.25518930,0.48962150
3.48999992,0.25579980,0.48046400
3.49499992,0.25518930,0.48107450
3.49999992,0.25518930,0.48168500
3.50499992,0.25518930,0.48473750
3.50999992,0.25579980,0.48840050
3.51499992,0.25702080,0.48656900
3.51999992,0.25702080,0.48656900
3.52499992,0.25702080,0.48779000
3.52999992,0.25763130,0.48901100
3.53499992,0.25702080,0.48656900
3.53999992,0.25824180,0.48656900
3.54499992,0.25763130,0.48901100
3.54999992,0.25824180,0.48840050
3.55499992,0.25885230,0.48595850
3.55999992,0.25885230,0.48717950
3.56499992,0.25885230,0.48840050
3.56999992,0.25946280,0.48901100
3.57499992,0.26007330,0.48412700
3.57999992,0.26007330,0.48534800
3.58499992,0.26007330,0.48962150
3.58999992,0.26068380,0.48901100
3.59499992,0.26068380,0.48717950
3.59999992,0.26129430,0.48656900
3.60499992,0.26129430,0.48962150
3.60999992,0.26068380,0.48290600
3.61499992,0.26129430,0.48046400
3.61999992,0.26190480,0.48168500
3.62499992,0.26251530,0.48168500
3.62999992,0.26251530,0.49084250
3.63499992,0.26251530,0.48840050
3.63999992,0.26312580,0.48840050
3.64499992,0.26190480,0.47924300
3.64999992,0.26373630,0.49023200
3.65499992,0.26373630,0.48779000
3.65999992,0.26495730,0.48779000
3.66499992,0.26434680,0.49145300
3.66999992,0.26495730,0.49023200
3.67499992,0.26495730,0.48473750
3.67999992,0.26556780,0.48901100
3.68499992,0.26495730,0.49145300
3.68999992,0.26556780,0.48840050
3.69499992,0.26617830,0.48901100
3.69999992,0.26617830,0.48901100
3.70499992,0.26617830,0.48717950
3.70999992,0.26556780,0.48290600
3.71499992,0.26617830,0.48046400
3.71999992,0.26678880,0.48168500
3.72499992,0.26678880,0.48534800
3.72999992,0.26800980,0.49023200
3.73499992,0.26800980,0.48840050
3.73999992,0.26862030,0.48779000
3.74499992,0.26800980,0.49084250
3.74999992,0.26923080,0.49023200
3.75499992,0.26923080,0.48717950
3.75999992,0.26923080,0.48656900
3.76499992,0.26984130,0.48962150
3.76999992,0.26923080,0.48901100
3.77499992,0.27045180,0.48229550
3.77999992,0.27045180,0.48717950
3.78499992,0.27045180,0.48962150
3.78999992,0.27045180,0.48840050
3.79499992,0.27106230,0.48595850
3.79999992,0.27106230,0.48717950
3.80499991,0.27106230,0.48901100
3.80999991,0.27167280,0.48840050
3.81499991,0.27228330,0.48473750
3.81999991,0.27228330,0.48534800
